GROUP,TIME,COMPONENT,%WGT,%VOL,%MOL,AREA,DEN,RRF,BPC,BPF,sample_id
AROMATICS,77.107,"1,2,5-trimethyl-3-ethylbenzene",0.109,0.091,0.063,4720.0,0.89,0.942,205.0,401.0,42912
AROMATICS,77.468,a11-[24],0.065,0.055,0.038,2823.0,0.89,0.942,196.0,384.8,42912
AROMATICS,77.777,a11-[26],0.005,0.004,0.003,200.0,0.89,0.942,196.0,384.8,42912
AROMATICS,77.857,"3-ethyl-1,2,4-trimethylbenzene",0.01,0.008,0.006,425.0,0.89,0.942,205.0,401.0,42912
AROMATICS,77.942,a11-[28],0.003,0.002,0.002,124.0,0.89,0.942,196.0,384.8,42912
AROMATICS,78.09,a12-[5],0.016,0.014,0.009,707.0,0.9,0.945,216.0,420.8,42912
AROMATICS,78.375,a12-[9],0.008,0.007,0.004,340.0,0.9,0.945,216.0,420.8,42912
AROMATICS,78.467,"1,2,3-trimethyl-4-ethylbenzene",0.015,0.013,0.009,664.0,0.89,0.942,205.0,401.0,42912
AROMATICS,78.727,a12-[13],0.003,0.002,0.002,129.0,0.9,0.945,216.0,420.8,42912
AROMATICS,78.792,a12-[14],0.002,0.001,0.001,67.0,0.9,0.945,216.0,420.8,42912
AROMATICS,79.032,"1,4-methyl-n-pentylbenzene",0.023,0.019,0.012,974.0,0.89,0.945,0.0,32.0,42912
AROMATICS,79.338,n-hexylbenzene,0.004,0.003,0.002,172.0,0.89,0.945,0.0,32.0,42912
AROMATICS,79.528,a12-[23],0.019,0.015,0.01,798.0,0.9,0.945,216.0,420.8,42912
AROMATICS,79.65,a12-[24],0.006,0.005,0.003,278.0,0.9,0.945,216.0,420.8,42912
AROMATICS,80.008,a12-[28],0.004,0.004,0.002,193.0,0.9,0.945,216.0,420.8,42912
AROMATICS,80.082,a12-[29],0.006,0.005,0.003,248.0,0.9,0.945,216.0,420.8,42912
AROMATICS,80.13,"1,2,3,4,5-pentamethylbenzene",0.025,0.019,0.014,1078.0,1.0,0.942,232.0,449.6,42912
AROMATICS,80.517,2-methylnaphthalene,0.27,0.196,0.161,12162.0,1.02,0.903,244.6,472.28,42912
AROMATICS,80.61,a12-[32],0.003,0.002,0.001,115.0,0.9,0.945,216.0,420.8,42912
AROMATICS,81.057,1-methylnaphthalene,0.14,0.101,0.083,6282.0,1.02,0.903,244.64,472.352,42912
AROMATICS,81.14,a12-[35],0.003,0.002,0.002,124.0,0.9,0.945,216.0,420.8,42912
AROMATICS,81.375,a12-[39],0.009,0.008,0.005,396.0,0.9,0.945,216.0,420.8,42912
AROMATICS,81.49,a12-[41],0.003,0.003,0.002,137.0,0.9,0.945,216.0,420.8,42912
AROMATICS,81.702,a12-[43],0.003,0.002,0.002,123.0,0.9,0.945,216.0,420.8,42912
AROMATICS,81.938,a12-[46],0.003,0.003,0.002,148.0,0.9,0.945,216.0,420.8,42912
AROMATICS,82.172,a12-[48],0.002,0.002,0.001,106.0,0.9,0.945,216.0,420.8,42912
AROMATICS,82.547,a12-[53],0.002,0.002,0.001,82.0,0.9,0.945,216.0,420.8,42912
AROMATICS,82.83,a12-[56],0.003,0.002,0.001,112.0,0.9,0.945,216.0,420.8,42912
AROMATICS,82.943,biphenyl,0.008,0.006,0.005,365.0,1.04,0.945,218.0,424.4,42912
AROMATICS,82.973,a12-[57],0.001,0.001,0.0,29.0,0.9,0.945,216.0,420.8,42912
AROMATICS,83.055,"1,2,4,5-tetramethyl-3-ethylbenze",0.002,0.002,0.001,102.0,0.992,0.903,262.0,503.6,42912
AROMATICS,83.117,a12-[58],0.001,0.001,0.001,59.0,0.9,0.945,216.0,420.8,42912
AROMATICS,83.5,ethylnaphthalene,0.024,0.018,0.013,1072.0,0.992,0.903,251.0,483.8,42912
AROMATICS,83.805,"2,6-dimethylnaphthalene",0.024,0.017,0.013,1059.0,1.016,0.903,262.0,503.6,42912
AROMATICS,83.85,"2,7-dimethylnaphthalene",0.024,0.018,0.013,1086.0,1.016,0.903,262.0,503.6,42912
AROMATICS,84.212,"1,7-dimethylnaphthalene",0.054,0.04,0.03,2443.0,1.016,0.903,262.0,503.6,42912
AROMATICS,84.312,"1,3-dimethylnaphthalene",0.027,0.02,0.015,1219.0,1.016,0.903,262.0,503.6,42912
AROMATICS,84.752,"1,6-dimethylnaphthalene",0.02,0.015,0.011,899.0,1.016,0.903,262.0,503.6,42912
AROMATICS,84.828,"2,3-dimethylnaphthalene",0.005,0.004,0.003,245.0,1.016,0.903,262.0,503.6,42912
AROMATICS,85.152,3-methylbiphenyl,0.013,0.009,0.006,566.0,1.04,0.903,262.0,503.6,42912
AROMATICS,85.693,4-methylbiphenyl,0.014,0.01,0.007,610.0,1.04,0.903,262.0,503.6,42912
AROMATICS,85.885,"1,2-dimethylnaphthalene",0.003,0.002,0.002,124.0,1.016,0.903,262.0,503.6,42912
AROMATICS,85.94,"1,8-dimethylnaphthalene",0.009,0.007,0.005,403.0,1.016,0.903,262.0,503.6,42912
AROMATICS,86.103,a13-[1],0.001,0.001,0.0,33.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.205,a13-[2],0.003,0.002,0.002,141.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.34,a13-[3],0.011,0.008,0.005,456.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.538,a13-[6],0.001,0.001,0.001,53.0,1.007,0.947,285.0,545.0,42912
AROMATICS,86.582,a13-[7],0.008,0.006,0.004,358.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.852,a13-[10],0.01,0.007,0.005,412.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.918,a13-[11],0.002,0.002,0.001,89.0,1.007,0.947,254.0,489.2,42912
AROMATICS,86.99,a13-[12],0.011,0.008,0.005,467.0,1.007,0.947,285.0,545.0,42912
AROMATICS,87.172,a13-[15],0.001,0.001,0.001,62.0,1.007,0.947,254.0,489.2,42912
AROMATICS,87.722,a13-[20],0.002,0.001,0.001,80.0,1.007,0.947,254.0,489.2,42912
AROMATICS,87.768,a13-[21],0.005,0.004,0.003,220.0,1.007,0.947,285.0,545.0,42912
AROMATICS,87.812,a13-[22],0.002,0.002,0.001,100.0,1.007,0.947,285.0,545.0,42912
AROMATICS,88.0,a13-[24],0.003,0.002,0.002,141.0,1.007,0.947,285.0,545.0,42912
